,instant,dteday_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,seaoson,dteday_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily
525,526,2011-01-24,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,springer,2012-06-09,summer,1.0,6.0,0.0,6.0,0.0,1.0,0.710833,0.648367,0.437083,0.144287,2708.0,4790.0,7498.0
526,527,2011-01-24,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,springer,2012-06-10,summer,1.0,6.0,0.0,0.0,0.0,1.0,0.726667,0.663517,0.538333,0.133721,2224.0,4374.0,6598.0
527,528,2011-01-24,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,springer,2012-06-11,summer,1.0,6.0,0.0,1.0,1.0,2.0,0.720833,0.659721,0.587917,0.207713,1017.0,5647.0,6664.0
528,529,2011-01-24,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,springer,2012-06-12,summer,1.0,6.0,0.0,2.0,1.0,2.0,0.653333,0.597875,0.833333,0.214546,477.0,4495.0,4972.0
529,530,2011-01-24,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,springer,2012-06-13,summer,1.0,6.0,0.0,3.0,1.0,1.0,0.655833,0.611117,0.582083,0.343279,1173.0,6248.0,7421.0
530,531,2011-01-24,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,springer,2012-06-14,summer,1.0,6.0,0.0,4.0,1.0,1.0,0.648333,0.624383,0.569583,0.253733,1180.0,6183.0,7363.0
531,532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84,springer,2012-06-15,summer,1.0,6.0,0.0,5.0,1.0,1.0,0.639167,0.599754,0.589583,0.176617,1563.0,6102.0,7665.0
532,533,2011-01-24,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177,springer,2012-06-16,summer,1.0,6.0,0.0,6.0,0.0,1.0,0.631667,0.594708,0.504167,0.166667,2963.0,4739.0,7702.0
533,534,2011-01-24,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102,springer,2012-06-17,summer,1.0,6.0,0.0,0.0,0.0,1.0,0.5925,0.571975,0.59875,0.144904,2634.0,4344.0,6978.0
534,535,2011-01-24,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40,springer,2012-06-18,summer,1.0,6.0,0.0,1.0,1.0,2.0,0.568333,0.544842,0.777917,0.174746,653.0,4446.0,5099.0
535,536,2011-01-24,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,springer,2012-06-19,summer,1.0,6.0,0.0,2.0,1.0,1.0,0.688333,0.654692,0.69,0.148017,968.0,5857.0,6825.0
536,537,2011-01-24,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,springer,2012-06-20,summer,1.0,6.0,0.0,3.0,1.0,1.0,0.7825,0.720975,0.592083,0.113812,872.0,5339.0,6211.0
537,538,2011-01-24,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,springer,2012-06-21,fall,1.0,6.0,0.0,4.0,1.0,1.0,0.805833,0.752542,0.567917,0.118787,778.0,5127.0,5905.0
538,539,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,springer,2012-06-22,fall,1.0,6.0,0.0,5.0,1.0,1.0,0.7775,0.724121,0.57375,0.182842,964.0,4859.0,5823.0
539,540,2011-01-24,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,springer,2012-06-23,fall,1.0,6.0,0.0,6.0,0.0,1.0,0.731667,0.652792,0.534583,0.179721,2657.0,4801.0,7458.0
540,541,2011-01-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,springer,2012-06-24,fall,1.0,6.0,0.0,0.0,0.0,1.0,0.743333,0.674254,0.479167,0.145525,2551.0,4340.0,6891.0
541,542,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,springer,2012-06-25,fall,1.0,6.0,0.0,1.0,1.0,1.0,0.715833,0.654042,0.504167,0.300383,1139.0,5640.0,6779.0
542,543,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,springer,2012-06-26,fall,1.0,6.0,0.0,2.0,1.0,1.0,0.630833,0.594704,0.373333,0.347642,1077.0,6365.0,7442.0
543,544,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,springer,2012-06-27,fall,1.0,6.0,0.0,3.0,1.0,1.0,0.6975,0.640792,0.36,0.271775,1077.0,6258.0,7335.0
544,545,2011-01-24,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,springer,2012-06-28,fall,1.0,6.0,0.0,4.0,1.0,1.0,0.749167,0.675512,0.4225,0.17165,921.0,5958.0,6879.0
545,546,2011-01-24,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,springer,2012-06-29,fall,1.0,6.0,0.0,5.0,1.0,1.0,0.834167,0.786613,0.48875,0.165417,829.0,4634.0,5463.0
546,547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,springer,2012-06-30,fall,1.0,6.0,0.0,6.0,0.0,1.0,0.765,0.687508,0.60125,0.161071,1455.0,4232.0,5687.0
547,548,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,springer,2012-07-01,fall,1.0,7.0,0.0,0.0,0.0,1.0,0.815833,0.750629,0.51875,0.168529,1421.0,4110.0,5531.0
548,549,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,springer,2012-07-02,fall,1.0,7.0,0.0,1.0,1.0,1.0,0.781667,0.702038,0.447083,0.195267,904.0,5323.0,6227.0
549,550,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,springer,2012-07-03,fall,1.0,7.0,0.0,2.0,1.0,1.0,0.780833,0.70265,0.492083,0.126237,1052.0,5608.0,6660.0
550,551,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2,springer,2012-07-04,fall,1.0,7.0,1.0,3.0,0.0,1.0,0.789167,0.732337,0.53875,0.13495,2562.0,4841.0,7403.0
551,552,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,springer,2012-07-05,fall,1.0,7.0,0.0,4.0,1.0,1.0,0.8275,0.761367,0.457917,0.194029,1405.0,4836.0,6241.0
552,553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,springer,2012-07-06,fall,1.0,7.0,0.0,5.0,1.0,1.0,0.828333,0.752533,0.450833,0.146142,1366.0,4841.0,6207.0
553,554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36,springer,2012-07-07,fall,1.0,7.0,0.0,6.0,0.0,1.0,0.861667,0.804913,0.492083,0.163554,1448.0,3392.0,4840.0
554,555,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108,springer,2012-07-08,fall,1.0,7.0,0.0,0.0,0.0,1.0,0.8225,0.790396,0.57375,0.125629,1203.0,3469.0,4672.0
555,556,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238,springer,2012-07-09,fall,1.0,7.0,0.0,1.0,1.0,2.0,0.710833,0.654054,0.683333,0.180975,998.0,5571.0,6569.0
556,557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144,springer,2012-07-10,fall,1.0,7.0,0.0,2.0,1.0,2.0,0.720833,0.664796,0.6675,0.151737,954.0,5336.0,6290.0
557,558,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55,springer,2012-07-11,fall,1.0,7.0,0.0,3.0,1.0,1.0,0.716667,0.650271,0.633333,0.151733,975.0,6289.0,7264.0
558,559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61,springer,2012-07-12,fall,1.0,7.0,0.0,4.0,1.0,1.0,0.715833,0.654683,0.529583,0.146775,1032.0,6414.0,7446.0
559,560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,springer,2012-07-13,fall,1.0,7.0,0.0,5.0,1.0,2.0,0.731667,0.667933,0.485833,0.08085,1511.0,5988.0,7499.0
560,561,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93,springer,2012-07-14,fall,1.0,7.0,0.0,6.0,0.0,2.0,0.703333,0.666042,0.699167,0.143679,2355.0,4614.0,6969.0
561,562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68,springer,2012-07-15,fall,1.0,7.0,0.0,0.0,0.0,1.0,0.745833,0.705196,0.717917,0.166667,1920.0,4111.0,6031.0
562,563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84,springer,2012-07-16,fall,1.0,7.0,0.0,1.0,1.0,1.0,0.763333,0.724125,0.645,0.164187,1088.0,5742.0,6830.0
563,564,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116,springer,2012-07-17,fall,1.0,7.0,0.0,2.0,1.0,1.0,0.818333,0.755683,0.505833,0.114429,921.0,5865.0,6786.0
564,565,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222,springer,2012-07-18,fall,1.0,7.0,0.0,3.0,1.0,1.0,0.793333,0.745583,0.577083,0.137442,799.0,4914.0,5713.0
565,566,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225,springer,2012-07-19,fall,1.0,7.0,0.0,4.0,1.0,1.0,0.77,0.714642,0.600417,0.165429,888.0,5703.0,6591.0
566,567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146,springer,2012-07-20,fall,1.0,7.0,0.0,5.0,1.0,2.0,0.665833,0.613025,0.844167,0.208967,747.0,5123.0,5870.0
567,568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,springer,2012-07-21,fall,1.0,7.0,0.0,6.0,0.0,3.0,0.595833,0.549912,0.865417,0.2133,1264.0,3195.0,4459.0
568,569,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,springer,2012-07-22,fall,1.0,7.0,0.0,0.0,0.0,2.0,0.6675,0.623125,0.7625,0.0939208,2544.0,4866.0,7410.0
569,570,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53,springer,2012-07-23,fall,1.0,7.0,0.0,1.0,1.0,1.0,0.741667,0.690017,0.694167,0.138683,1135.0,5831.0,6966.0
570,571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40,springer,2012-07-24,fall,1.0,7.0,0.0,2.0,1.0,1.0,0.750833,0.70645,0.655,0.211454,1140.0,6452.0,7592.0
571,572,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17,springer,2012-07-25,fall,1.0,7.0,0.0,3.0,1.0,1.0,0.724167,0.654054,0.45,0.1648,1383.0,6790.0,8173.0
572,573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5,springer,2012-07-26,fall,1.0,7.0,0.0,4.0,1.0,1.0,0.776667,0.739263,0.596667,0.284813,1036.0,5825.0,6861.0
573,574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10,springer,2012-07-27,fall,1.0,7.0,0.0,5.0,1.0,1.0,0.781667,0.734217,0.594583,0.152992,1259.0,5645.0,6904.0
574,575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1,springer,2012-07-28,fall,1.0,7.0,0.0,6.0,0.0,1.0,0.755833,0.697604,0.613333,0.15735,2234.0,4451.0,6685.0
575,576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8,springer,2012-07-29,fall,1.0,7.0,0.0,0.0,0.0,1.0,0.721667,0.667933,0.62375,0.170396,2153.0,4444.0,6597.0
576,577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30,springer,2012-07-30,fall,1.0,7.0,0.0,1.0,1.0,1.0,0.730833,0.684987,0.66875,0.153617,1040.0,6065.0,7105.0
577,578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72,springer,2012-07-31,fall,1.0,7.0,0.0,2.0,1.0,1.0,0.713333,0.662896,0.704167,0.165425,968.0,6248.0,7216.0
578,579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58,springer,2012-08-01,fall,1.0,8.0,0.0,3.0,1.0,1.0,0.7175,0.667308,0.6775,0.141179,1074.0,6506.0,7580.0
579,580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28,springer,2012-08-02,fall,1.0,8.0,0.0,4.0,1.0,1.0,0.7525,0.707088,0.659583,0.129354,983.0,6278.0,7261.0
580,581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41,springer,2012-08-03,fall,1.0,8.0,0.0,5.0,1.0,2.0,0.765833,0.722867,0.6425,0.215792,1328.0,5847.0,7175.0
581,582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,springer,2012-08-04,fall,1.0,8.0,0.0,6.0,0.0,1.0,0.793333,0.751267,0.613333,0.257458,2345.0,4479.0,6824.0
582,583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,springer,2012-08-05,fall,1.0,8.0,0.0,0.0,0.0,1.0,0.769167,0.731079,0.6525,0.290421,1707.0,3757.0,5464.0
583,584,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,springer,2012-08-06,fall,1.0,8.0,0.0,1.0,1.0,2.0,0.7525,0.710246,0.654167,0.129354,1233.0,5780.0,7013.0
584,585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43,springer,2012-08-07,fall,1.0,8.0,0.0,2.0,1.0,2.0,0.735833,0.697621,0.70375,0.116908,1278.0,5995.0,7273.0
585,586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,springer,2012-08-08,fall,1.0,8.0,0.0,3.0,1.0,2.0,0.75,0.707717,0.672917,0.1107,1263.0,6271.0,7534.0
586,587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,springer,2012-08-09,fall,1.0,8.0,0.0,4.0,1.0,1.0,0.755833,0.699508,0.620417,0.1561,1196.0,6090.0,7286.0
587,588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,springer,2012-08-10,fall,1.0,8.0,0.0,5.0,1.0,2.0,0.715833,0.667942,0.715833,0.238813,1065.0,4721.0,5786.0
588,589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,springer,2012-08-11,fall,1.0,8.0,0.0,6.0,0.0,2.0,0.6925,0.638267,0.732917,0.206479,2247.0,4052.0,6299.0
589,590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,springer,2012-08-12,fall,1.0,8.0,0.0,0.0,0.0,1.0,0.700833,0.644579,0.530417,0.122512,2182.0,4362.0,6544.0
590,591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,springer,2012-08-13,fall,1.0,8.0,0.0,1.0,1.0,1.0,0.720833,0.662254,0.545417,0.136212,1207.0,5676.0,6883.0
591,592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,springer,2012-08-14,fall,1.0,8.0,0.0,2.0,1.0,1.0,0.726667,0.676779,0.686667,0.169158,1128.0,5656.0,6784.0
592,593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,springer,2012-08-15,fall,1.0,8.0,0.0,3.0,1.0,1.0,0.706667,0.654037,0.619583,0.169771,1198.0,6149.0,7347.0
593,594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,springer,2012-08-16,fall,1.0,8.0,0.0,4.0,1.0,1.0,0.719167,0.654688,0.519167,0.141796,1338.0,6267.0,7605.0
594,595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,springer,2012-08-17,fall,1.0,8.0,0.0,5.0,1.0,1.0,0.723333,0.2424,0.570833,0.231354,1483.0,5665.0,7148.0
595,596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,springer,2012-08-18,fall,1.0,8.0,0.0,6.0,0.0,1.0,0.678333,0.618071,0.603333,0.177867,2827.0,5038.0,7865.0
596,597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,springer,2012-08-19,fall,1.0,8.0,0.0,0.0,0.0,2.0,0.635833,0.603554,0.711667,0.08645,1208.0,3341.0,4549.0
597,598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,springer,2012-08-20,fall,1.0,8.0,0.0,1.0,1.0,2.0,0.635833,0.595967,0.734167,0.129979,1026.0,5504.0,6530.0
598,599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,springer,2012-08-21,fall,1.0,8.0,0.0,2.0,1.0,1.0,0.649167,0.601025,0.67375,0.0727708,1081.0,5925.0,7006.0
599,600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,springer,2012-08-22,fall,1.0,8.0,0.0,3.0,1.0,1.0,0.6675,0.621854,0.677083,0.0702833,1094.0,6281.0,7375.0
600,601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,springer,2012-08-23,fall,1.0,8.0,0.0,4.0,1.0,1.0,0.695833,0.637008,0.635833,0.0845958,1363.0,6402.0,7765.0
601,602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,springer,2012-08-24,fall,1.0,8.0,0.0,5.0,1.0,2.0,0.7025,0.6471,0.615,0.0721458,1325.0,6257.0,7582.0
602,603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,springer,2012-08-25,fall,1.0,8.0,0.0,6.0,0.0,2.0,0.661667,0.618696,0.712917,0.244408,1829.0,4224.0,6053.0
603,604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,springer,2012-08-26,fall,1.0,8.0,0.0,0.0,0.0,2.0,0.653333,0.595996,0.845833,0.228858,1483.0,3772.0,5255.0
604,605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,springer,2012-08-27,fall,1.0,8.0,0.0,1.0,1.0,1.0,0.703333,0.654688,0.730417,0.128733,989.0,5928.0,6917.0
605,606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,springer,2012-08-28,fall,1.0,8.0,0.0,2.0,1.0,1.0,0.728333,0.66605,0.62,0.190925,935.0,6105.0,7040.0
606,607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,springer,2012-08-29,fall,1.0,8.0,0.0,3.0,1.0,1.0,0.685,0.635733,0.552083,0.112562,1177.0,6520.0,7697.0
607,608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,springer,2012-08-30,fall,1.0,8.0,0.0,4.0,1.0,1.0,0.706667,0.652779,0.590417,0.0771167,1172.0,6541.0,7713.0
608,609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38,springer,2012-08-31,fall,1.0,8.0,0.0,5.0,1.0,1.0,0.764167,0.6894,0.5875,0.168533,1433.0,5917.0,7350.0
609,610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41,springer,2012-09-01,fall,1.0,9.0,0.0,6.0,0.0,2.0,0.753333,0.702654,0.638333,0.113187,2352.0,3788.0,6140.0
610,611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80,springer,2012-09-02,fall,1.0,9.0,0.0,0.0,0.0,2.0,0.696667,0.649,0.815,0.0640708,2613.0,3197.0,5810.0
611,612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,springer,2012-09-03,fall,1.0,9.0,1.0,1.0,0.0,1.0,0.7075,0.661629,0.790833,0.151121,1965.0,4069.0,6034.0
612,613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,springer,2012-09-04,fall,1.0,9.0,0.0,2.0,1.0,1.0,0.725833,0.686888,0.755,0.236321,867.0,5997.0,6864.0
613,614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,springer,2012-09-05,fall,1.0,9.0,0.0,3.0,1.0,1.0,0.736667,0.708983,0.74125,0.187808,832.0,6280.0,7112.0
614,615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,springer,2012-09-06,fall,1.0,9.0,0.0,4.0,1.0,2.0,0.696667,0.655329,0.810417,0.142421,611.0,5592.0,6203.0
615,616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,springer,2012-09-07,fall,1.0,9.0,0.0,5.0,1.0,1.0,0.703333,0.657204,0.73625,0.171646,1045.0,6459.0,7504.0
616,617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,springer,2012-09-08,fall,1.0,9.0,0.0,6.0,0.0,2.0,0.659167,0.611121,0.799167,0.281104,1557.0,4419.0,5976.0
617,618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,springer,2012-09-09,fall,1.0,9.0,0.0,0.0,0.0,1.0,0.61,0.578925,0.5475,0.224496,2570.0,5657.0,8227.0
618,619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,springer,2012-09-10,fall,1.0,9.0,0.0,1.0,1.0,1.0,0.583333,0.565654,0.50375,0.258713,1118.0,6407.0,7525.0
619,620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20,springer,2012-09-11,fall,1.0,9.0,0.0,2.0,1.0,1.0,0.5775,0.554292,0.52,0.0920542,1070.0,6697.0,7767.0
620,621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15,springer,2012-09-12,fall,1.0,9.0,0.0,3.0,1.0,1.0,0.599167,0.570075,0.577083,0.131846,1050.0,6820.0,7870.0
621,622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8,springer,2012-09-13,fall,1.0,9.0,0.0,4.0,1.0,1.0,0.6125,0.579558,0.637083,0.0827208,1054.0,6750.0,7804.0
622,623,2011-01-29,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3,springer,2012-09-14,fall,1.0,9.0,0.0,5.0,1.0,1.0,0.633333,0.594083,0.6725,0.103863,1379.0,6630.0,8009.0
623,624,2011-01-29,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2,springer,2012-09-15,fall,1.0,9.0,0.0,6.0,0.0,1.0,0.608333,0.585867,0.501667,0.247521,3160.0,5554.0,8714.0
624,625,2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5,springer,2012-09-16,fall,1.0,9.0,0.0,0.0,0.0,1.0,0.58,0.563125,0.57,0.0901833,2166.0,5167.0,7333.0
625,626,2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34,springer,2012-09-17,fall,1.0,9.0,0.0,1.0,1.0,2.0,0.580833,0.55305,0.734583,0.151742,1022.0,5847.0,6869.0
626,627,2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34,springer,2012-09-18,fall,1.0,9.0,0.0,2.0,1.0,2.0,0.623333,0.565067,0.8725,0.357587,371.0,3702.0,4073.0
627,628,2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55,springer,2012-09-19,fall,1.0,9.0,0.0,3.0,1.0,1.0,0.5525,0.540404,0.536667,0.215175,788.0,6803.0,7591.0
628,629,2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64,springer,2012-09-20,fall,1.0,9.0,0.0,4.0,1.0,1.0,0.546667,0.532192,0.618333,0.118167,939.0,6781.0,7720.0
629,630,2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78,springer,2012-09-21,fall,1.0,9.0,0.0,5.0,1.0,1.0,0.599167,0.571971,0.66875,0.154229,1250.0,6917.0,8167.0
630,631,2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65,springer,2012-09-22,fall,1.0,9.0,0.0,6.0,0.0,1.0,0.65,0.610488,0.646667,0.283583,2512.0,5883.0,8395.0
631,632,2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99,springer,2012-09-23,winter,1.0,9.0,0.0,0.0,0.0,1.0,0.529167,0.518933,0.467083,0.223258,2454.0,5453.0,7907.0
632,633,2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120,springer,2012-09-24,winter,1.0,9.0,0.0,1.0,1.0,1.0,0.514167,0.502513,0.492917,0.142404,1001.0,6435.0,7436.0
633,634,2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107,springer,2012-09-25,winter,1.0,9.0,0.0,2.0,1.0,1.0,0.55,0.544179,0.57,0.236321,845.0,6693.0,7538.0
634,635,2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91,springer,2012-09-26,winter,1.0,9.0,0.0,3.0,1.0,1.0,0.635,0.596613,0.630833,0.2444,787.0,6946.0,7733.0
635,636,2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68,springer,2012-09-27,winter,1.0,9.0,0.0,4.0,1.0,2.0,0.65,0.607975,0.690833,0.134342,751.0,6642.0,7393.0
636,637,2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58,springer,2012-09-28,winter,1.0,9.0,0.0,5.0,1.0,2.0,0.619167,0.585863,0.69,0.164179,1045.0,6370.0,7415.0
